no;kode_provinsi;provinsi;kode_kabupaten;kabupaten;kode_kecamatan;kecamatan;nama sekolah;npsn;bp;status;tahun;pd;guru;tendik;rombel;r_kelas;r_lab;r_perpustakaan
218;11;Aceh;11.07;Kabupaten Pidie;11.07.17;Sakti;SD NEGERI 1 KOTA BAKTI;10100707;SD;Negeri;2023;44;9;2;6;6;0;1
219;11;Aceh;11.07;Kabupaten Pidie;11.07.17;Sakti;SD NEGERI 4 KOTABAKTI;10100926;SD;Negeri;2023;45;12;3;6;6;0;1
220;11;Aceh;11.07;Kabupaten Pidie;11.07.17;Sakti;SD NEGERI BLANG COT;10100809;SD;Negeri;2023;55;13;3;6;10;0;1
221;11;Aceh;11.07;Kabupaten Pidie;11.07.17;Sakti;SD NEGERI COT MURONG;10100861;SD;Negeri;2023;35;9;2;6;6;0;1
222;11;Aceh;11.07;Kabupaten Pidie;11.07.17;Sakti;SD NEGERI CUMBOK LIE;10100848;SD;Negeri;2023;33;11;3;6;3;0;0
223;11;Aceh;11.07;Kabupaten Pidie;11.07.17;Sakti;SD NEGERI KAMPUNG COT;10100435;SD;Negeri;2023;47;12;3;6;6;0;1
224;11;Aceh;11.07;Kabupaten Pidie;11.07.17;Sakti;SD NEGERI LAM UJONG;10100465;SD;Negeri;2023;54;16;2;6;6;0;1
225;11;Aceh;11.07;Kabupaten Pidie;11.07.17;Sakti;SD NEGERI LAMEUE;10100466;SD;Negeri;2023;150;15;5;6;6;0;1
226;11;Aceh;11.07;Kabupaten Pidie;11.07.17;Sakti;SD NEGERI LANGGA;10100469;SD;Negeri;2023;141;11;4;6;6;0;1
227;11;Aceh;11.07;Kabupaten Pidie;11.07.17;Sakti;SD NEGERI MNS. TANOH;10100384;SD;Negeri;2023;86;11;2;6;6;0;1
228;11;Aceh;11.07;Kabupaten Pidie;11.07.17;Sakti;SD NEGERI RIWEUEK;10100600;SD;Negeri;2023;61;14;3;6;6;0;1
229;11;Aceh;11.07;Kabupaten Pidie;11.07.17;Sakti;SD NEGERI SAKTI;10100602;SD;Negeri;2023;224;15;4;8;6;0;1
230;11;Aceh;11.07;Kabupaten Pidie;11.07.18;Simpang Tiga;SD NEGERI 1 GIGIENG;10100703;SD;Negeri;2023;180;11;3;7;9;0;1
231;11;Aceh;11.07;Kabupaten Pidie;11.07.18;Simpang Tiga;SD NEGERI 2 GIGIENG;10100893;SD;Negeri;2023;268;25;4;13;13;0;1
232;11;Aceh;11.07;Kabupaten Pidie;11.07.18;Simpang Tiga;SD NEGERI 3 GIGIENG;10100951;SD;Negeri;2023;114;12;2;6;6;0;1
233;11;Aceh;11.07;Kabupaten Pidie;11.07.18;Simpang Tiga;SD NEGERI BUNGIE;10100867;SD;Negeri;2023;103;16;2;6;6;0;2
234;11;Aceh;11.07;Kabupaten Pidie;11.07.18;Simpang Tiga;SD NEGERI COT JAJA;10100877;SD;Negeri;2023;102;13;2;6;6;0;1
235;11;Aceh;11.07;Kabupaten Pidie;11.07.18;Simpang Tiga;SD NEGERI IBOH;10100462;SD;Negeri;2023;113;15;4;6;6;1;1
236;11;Aceh;11.07;Kabupaten Pidie;11.07.18;Simpang Tiga;SD NEGERI KP. BLANG IBOIH;10100487;SD;Negeri;2023;215;20;3;11;9;0;1
237;11;Aceh;11.07;Kabupaten Pidie;11.07.18;Simpang Tiga;SD NEGERI KUTA SUKON;10100482;SD;Negeri;2023;33;11;3;6;7;0;1
238;11;Aceh;11.07;Kabupaten Pidie;11.07.18;Simpang Tiga;SD NEGERI MANGKI;10100480;SD;Negeri;2023;82;16;3;6;6;0;0
239;11;Aceh;11.07;Kabupaten Pidie;11.07.18;Simpang Tiga;SD NEGERI MEUREUHOM;10100372;SD;Negeri;2023;59;12;2;6;6;0;1
240;11;Aceh;11.07;Kabupaten Pidie;11.07.18;Simpang Tiga;SD NEGERI MNS LHEE;10100380;SD;Negeri;2023;96;15;1;6;6;0;1
241;11;Aceh;11.07;Kabupaten Pidie;11.07.18;Simpang Tiga;SD NEGERI PALEUE;10100364;SD;Negeri;2023;112;14;2;6;6;0;1
242;11;Aceh;11.07;Kabupaten Pidie;11.07.18;Simpang Tiga;SD NEGERI PULO RAYA;10100398;SD;Negeri;2023;49;11;3;6;6;0;1
243;11;Aceh;11.07;Kabupaten Pidie;11.07.18;Simpang Tiga;SD NEGERI TINDEUE;10100597;SD;Negeri;2023;73;13;3;6;6;0;1
244;11;Aceh;11.07;Kabupaten Pidie;11.07.18;Simpang Tiga;SD NEGERI TUNGOE;10100588;SD;Negeri;2023;102;14;3;6;6;0;1
245;11;Aceh;11.07;Kabupaten Pidie;11.07.19;Tangse;SD NEGERI 1 TANGSE;10100913;SD;Negeri;2023;83;11;3;6;6;0;1
246;11;Aceh;11.07;Kabupaten Pidie;11.07.19;Tangse;SD NEGERI 1 TANJONG BUNGONG;10100914;SD;Negeri;2023;196;13;5;7;7;0;1
247;11;Aceh;11.07;Kabupaten Pidie;11.07.19;Tangse;SD NEGERI 2 TANGSE;10100946;SD;Negeri;2023;83;9;5;6;6;0;1
248;11;Aceh;11.07;Kabupaten Pidie;11.07.19;Tangse;SD NEGERI 2 TANJONG BUNGONG;10100947;SD;Negeri;2023;57;13;5;6;7;0;1
249;11;Aceh;11.07;Kabupaten Pidie;11.07.19;Tangse;SD NEGERI 3 TANGSE;10100923;SD;Negeri;2023;183;10;3;6;6;0;1
250;11;Aceh;11.07;Kabupaten Pidie;11.07.19;Tangse;SD NEGERI ALUE CALONG;10100935;SD;Negeri;2023;101;12;2;6;6;0;1
251;11;Aceh;11.07;Kabupaten Pidie;11.07.19;Tangse;SD NEGERI ALUE LHOK;10100937;SD;Negeri;2023;42;11;2;6;6;0;1
252;11;Aceh;11.07;Kabupaten Pidie;11.07.19;Tangse;SD NEGERI BEUNGGA;10100837;SD;Negeri;2023;205;14;2;8;8;0;1
253;11;Aceh;11.07;Kabupaten Pidie;11.07.19;Tangse;SD NEGERI BLANG JEURAT;10100816;SD;Negeri;2023;97;11;3;6;6;0;1
254;11;Aceh;11.07;Kabupaten Pidie;11.07.19;Tangse;SD NEGERI BLANG MALO;10100819;SD;Negeri;2023;155;11;2;6;6;0;1
255;11;Aceh;11.07;Kabupaten Pidie;11.07.19;Tangse;SD NEGERI BLANG PANDAK;10100821;SD;Negeri;2023;78;13;5;6;6;0;1
256;11;Aceh;11.07;Kabupaten Pidie;11.07.19;Tangse;SD NEGERI BLANG TEUNGOH;10100844;SD;Negeri;2023;82;15;2;6;6;0;1
257;11;Aceh;11.07;Kabupaten Pidie;11.07.19;Tangse;SD NEGERI GEUNIE;10100450;SD;Negeri;2023;96;14;2;6;6;0;0
258;11;Aceh;11.07;Kabupaten Pidie;11.07.19;Tangse;SD NEGERI KRUENG MEURIAM;10100491;SD;Negeri;2023;59;12;1;6;6;0;1
259;11;Aceh;11.07;Kabupaten Pidie;11.07.19;Tangse;SD NEGERI LHOK KEUTAPANG;10100474;SD;Negeri;2023;121;12;1;6;6;1;1
260;11;Aceh;11.07;Kabupaten Pidie;11.07.19;Tangse;SD NEGERI NEBUEK BADUEK;10100359;SD;Negeri;2023;33;12;4;6;6;0;0
261;11;Aceh;11.07;Kabupaten Pidie;11.07.19;Tangse;SD NEGERI PAYA GUCI;10100419;SD;Negeri;2023;78;13;3;6;9;0;1
262;11;Aceh;11.07;Kabupaten Pidie;11.07.19;Tangse;SD NEGERI PEUNALOM II;10100390;SD;Negeri;2023;98;11;1;6;6;0;1
263;11;Aceh;11.07;Kabupaten Pidie;11.07.19;Tangse;SD NEGERI PULO SEUNONG;10100399;SD;Negeri;2023;74;13;2;6;7;0;1
264;11;Aceh;11.07;Kabupaten Pidie;11.07.19;Tangse;SD NEGERI SARAH PANYANG;10100603;SD;Negeri;2023;101;11;4;6;7;0;1
265;11;Aceh;11.07;Kabupaten Pidie;11.07.19;Tangse;SD NEGERI UJONG PEUNALOM;10100593;SD;Negeri;2023;86;9;3;6;6;0;1
266;11;Aceh;11.07;Kabupaten Pidie;11.07.19;Tangse;SDN NEUBOK BADEUK II;10111160;SD;Negeri;2023;98;13;4;6;6;0;1
267;11;Aceh;11.07;Kabupaten Pidie;11.07.21;Tiro/Truseb;SD N DAYA BLANG KEUDAH;10100850;SD;Negeri;2023;125;13;3;6;6;0;1
268;11;Aceh;11.07;Kabupaten Pidie;11.07.21;Tiro/Truseb;SD N LHOK IGEUH;10100473;SD;Negeri;2023;68;13;2;6;6;0;1
269;11;Aceh;11.07;Kabupaten Pidie;11.07.21;Tiro/Truseb;SD N TRUSEB;10100584;SD;Negeri;2023;146;11;3;6;6;0;1
270;11;Aceh;11.07;Kabupaten Pidie;11.07.21;Tiro/Truseb;SD NEGERI BLANG KEUDAH;10100817;SD;Negeri;2023;62;10;3;6;6;0;1
271;11;Aceh;11.07;Kabupaten Pidie;11.07.21;Tiro/Truseb;SD NEGERI KAREUNG;10100438;SD;Negeri;2023;42;12;2;6;6;0;1
272;11;Aceh;11.07;Kabupaten Pidie;11.07.21;Tiro/Truseb;SD NEGERI PULO TAMBO;10100400;SD;Negeri;2023;61;10;2;6;6;0;1
273;11;Aceh;11.07;Kabupaten Pidie;11.07.21;Tiro/Truseb;SD NEGERI TIRO;10100596;SD;Negeri;2023;204;17;3;9;9;0;1
274;11;Aceh;11.07;Kabupaten Pidie;11.07.21;Tiro/Truseb;SD NEGERI TRIENG JUDO;10100583;SD;Negeri;2023;49;14;2;6;6;0;1
275;11;Aceh;11.07;Kabupaten Pidie;11.07.31;Titeu;SD N PANTEKULU;10100409;SD;Negeri;2023;98;14;4;6;6;0;1
276;11;Aceh;11.07;Kabupaten Pidie;11.07.31;Titeu;SD N TONG PEUDENG;10100581;SD;Negeri;2023;101;12;3;6;11;0;1
277;11;Aceh;11.07;Kabupaten Pidie;11.07.31;Titeu;SD NEGERI MNS. ALUE;10100373;SD;Negeri;2023;109;14;3;6;6;0;1
278;11;Aceh;11.07;Kabupaten Pidie;11.07.31;Titeu;SD NEGERI PALOH NALEUENG;10100366;SD;Negeri;2023;32;10;2;5;6;0;1
279;11;Aceh;11.07;Kabupaten Pidie;11.07.31;Titeu;SD NEGERI TITEUE;10100580;SD;Negeri;2023;164;12;4;6;6;0;0
Total;;;;;;;Total;Total;Total;Total;;33730;3720;986;1865;1926;17;264
